room,game,hand,won,player0_preflop_fold,player0_flop_fold,player0_turn_fold,player0_river_fold,player0_bet,player0_preflop_bet,player0_flop_bet,player0_turn_bet,player0_river_bet,opponent_preflop_bets,opponent_flop_bets,opponent_turn_bets,opponent_river_bets,opponent_bet,starthandstrategy,flop_hand,turn_hand,river_hand
Aludra,541,14,1,0,0,0,0,26.6,1.4999999999999998,4.499999999999999,7.5,26.6,6.5,17.0,30.499999999999996,76.2,76.2,Call,Three of a Kind,Three of a Kind,Full House
Aludra,541,16,1,0,0,0,0,5.999999999999999,2.9999999999999996,2.9999999999999996,5.999999999999999,5.999999999999999,5.0,8.0,17.0,22.999999999999996,22.999999999999996,Fold,High Card,High Card,
Aludra,541,18,0,1,0,0,0,2.5,2.5,2.5,2.5,2.5,17.0,19.5,22.0,24.5,24.5,Call,,,
Aludra,541,20,0,0,0,1,0,4.8999999999999995,2.9999999999999996,4.8999999999999995,4.8999999999999995,4.8999999999999995,5.0,13.699999999999998,25.699999999999996,30.599999999999994,30.599999999999994,Call,High Card,High Card,
Aludra,541,22,1,0,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,6.000000000000001,8.0,8.0,Fold,,,
Aludra,541,23,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,4-Bet,,,
Aludra,541,25,0,0,0,0,0,29.2,2.9999999999999996,9.7,29.2,29.2,5.5,28.599999999999998,96.8,125.99999999999999,125.99999999999999,Call,Pair,Pair,Pair
Aludra,541,29,0,0,0,0,0,4.699999999999999,2.5,4.699999999999999,4.699999999999999,4.699999999999999,5.0,14.099999999999998,18.799999999999997,23.499999999999996,23.499999999999996,Call,High Card,Pair,Pair
Aludra,541,36,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,541,38,0,0,0,0,0,70.8,70.8,70.8,70.8,70.8,143.1,213.9,284.7,355.49999999999994,355.49999999999994,4-Bet,Two Pair,Two Pair,Two Pair
Aludra,541,49,1,0,0,0,0,17.5,2.9999999999999996,5.999999999999999,5.999999999999999,17.5,5.0,17.0,23.0,52.00000000000001,52.00000000000001,Call,Pair,Pair,Two Pair
Aludra,541,52,1,0,0,0,0,9.2,2.9999999999999996,9.2,9.2,9.2,5.0,20.4,29.599999999999998,38.8,38.8,Fold,Pair,,
Aludra,541,60,0,1,0,0,0,2.4,2.4,2.4,2.4,2.4,11.4,13.8,16.2,18.6,18.6,Call,,,
Aludra,541,61,0,0,1,0,0,7.5,7.5,7.5,7.5,7.5,22.0,44.300000000000004,51.800000000000004,77.60000000000001,77.60000000000001,4-Bet,Pair,Pair,Pair
Aludra,541,63,1,0,0,0,0,3.6999999999999997,1.7,1.7,3.6999999999999997,3.6999999999999997,4.4,6.1000000000000005,11.8,15.500000000000002,15.500000000000002,Fold,High Card,High Card,
Aludra,541,71,1,0,0,0,0,18.999999999999996,10.0,18.999999999999996,18.999999999999996,18.999999999999996,10.0,37.99999999999999,56.99999999999999,75.99999999999999,75.99999999999999,Call,Two Pair,,
Aludra,541,73,0,0,0,0,0,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,6.5,8.0,9.5,11.0,11.0,Call,High Card,High Card,High Card
Aludra,541,76,1,0,0,0,0,4.8999999999999995,1.9,4.8999999999999995,4.8999999999999995,4.8999999999999995,4.3,12.2,17.099999999999998,22.0,22.0,Fold,Pair,,
Aludra,541,80,0,0,0,0,1,4.199999999999999,1.2,4.199999999999999,4.199999999999999,4.199999999999999,3.3999999999999995,13.6,17.8,37.6,37.6,Call,High Card,High Card,High Card
Aludra,541,83,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,541,85,1,0,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,6.000000000000001,8.0,8.0,Call,,,
Aludra,541,89,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,541,94,0,1,0,0,0,2.0,2.0,2.0,2.0,2.0,4.0,6.000000000000001,8.0,10.0,10.0,Call,,,
Aludra,541,102,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Fold,,,
Aludra,541,107,0,0,0,1,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.0,8.0,13.0,16.0,16.0,Call,High Card,High Card,
Aludra,541,111,0,1,0,0,0,2.5,2.5,2.5,2.5,2.5,17.5,20.0,22.5,25.0,25.0,Call,,,
Aludra,541,113,1,0,0,0,0,5.8999999999999995,2.8999999999999995,5.8999999999999995,5.8999999999999995,5.8999999999999995,4.8,13.699999999999998,19.599999999999998,25.499999999999996,25.499999999999996,Call,Pair,,
Aludra,541,114,0,0,1,0,0,2.5,2.5,2.5,2.5,2.5,9.499999999999998,16.2,18.7,21.2,21.2,Call,Pair,,
Aludra,541,119,1,0,0,0,0,11.999999999999998,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,5.0,17.0,31.999999999999996,49.999999999999986,49.999999999999986,3-Bet,Pair,Pair,Pair
Aludra,541,121,1,0,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,6.000000000000001,8.0,8.0,Call,,,
Aludra,541,124,0,0,0,0,0,16.0,2.0,5.0,16.0,16.0,4.0,15.0,53.00000000000001,69.0,69.0,Call,High Card,High Card,High Card
Aludra,541,128,0,0,0,1,0,1.0,1.0,1.0,1.0,1.0,4.499999999999999,5.499999999999999,8.499999999999998,9.499999999999998,9.499999999999998,Fold,Pair,Two Pair,Two Pair
Aludra,541,133,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Fold,,,
Aludra,541,134,0,0,1,0,0,2.0999999999999996,2.0999999999999996,2.0999999999999996,2.0999999999999996,2.0999999999999996,6.3,13.2,15.299999999999999,51.400000000000006,51.400000000000006,Call,High Card,High Card,High Card
Aludra,541,137,1,0,0,0,0,5.0,2.0,5.0,5.0,5.0,5.0,13.0,18.0,22.999999999999996,22.999999999999996,3-Bet,Pair,,
Aludra,541,150,1,0,0,0,0,12.7,2.5,2.5,4.2,12.7,4.0,6.5,14.099999999999998,35.3,35.3,Call,High Card,High Card,Pair
Aludra,541,151,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,3.0000000000000004,5.4,6.3999999999999995,7.3999999999999995,7.3999999999999995,Fold,Pair,,
Aludra,541,156,0,1,0,0,0,2.3,2.3,2.3,2.3,2.3,27.5,43.2,45.50000000000001,47.80000000000001,47.80000000000001,Call,Pair,,
Aludra,541,160,1,0,0,0,0,16.0,2.0,4.0,4.0,16.0,4.0,11.999999999999998,16.0,48.6,48.6,Call,Three of a Kind,Three of a Kind,Three of a Kind
Aludra,541,163,1,0,0,0,0,11.0,11.0,11.0,11.0,11.0,14.0,25.0,36.0,47.0,47.0,3-Bet,,,
Donati,542,14,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Donati,542,17,1,0,0,0,0,96.6,96.6,96.6,96.6,96.6,98.6,195.2,291.79999999999995,388.40000000000003,388.40000000000003,4-Bet,,,
Donati,542,20,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,3.0000000000000004,5.4,6.3999999999999995,7.3999999999999995,7.3999999999999995,Call,High Card,,
Donati,542,31,1,0,0,0,0,4.3999999999999995,1.4000000000000001,4.3999999999999995,4.3999999999999995,4.3999999999999995,3.8,11.200000000000001,15.6,20.0,20.0,Call,Pair,,
Donati,542,56,0,0,0,0,1,3.0000000000000004,1.0,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,10.0,13.0,23.6,23.6,Fold,High Card,High Card,High Card
Donati,542,57,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Donati,542,67,1,0,0,0,0,39.199999999999996,8.0,8.0,13.0,39.199999999999996,16.0,24.000000000000004,47.0,112.40000000000002,112.40000000000002,Call,Pair,Pair,Three of a Kind
Donati,542,71,0,0,0,0,1,12.999999999999998,6.999999999999999,6.999999999999999,12.999999999999998,12.999999999999998,13.999999999999998,20.999999999999996,45.99999999999999,71.99999999999999,71.99999999999999,Call,High Card,High Card,High Card
Donati,542,75,0,0,0,0,1,45.0,11.0,11.0,15.0,45.0,22.0,33.0,56.000000000000014,192.6,192.6,4-Bet,High Card,High Card,High Card
Donati,542,76,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Donati,542,77,1,0,0,0,0,50.6,11.0,50.6,50.6,50.6,22.0,210.20000000000002,260.8,311.40000000000003,311.40000000000003,Call,Pair,Pair,Straight
Donati,542,79,1,0,0,0,0,4.0,2.0,4.0,4.0,4.0,4.0,10.0,13.999999999999998,17.999999999999996,17.999999999999996,Fold,Three of a Kind,,
Donati,542,85,0,1,0,0,0,2.0,2.0,2.0,2.0,2.0,16.4,18.4,20.4,22.400000000000002,22.400000000000002,Call,,,
Donati,542,89,1,0,0,0,0,5.999999999999999,2.9999999999999996,5.999999999999999,5.999999999999999,5.999999999999999,5.0,14.0,20.0,26.0,26.0,Fold,High Card,,
Donati,542,92,0,1,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,28.999999999999993,40.79999999999999,43.79999999999999,46.79999999999998,46.79999999999998,Call,Pair,,
Donati,542,98,1,0,0,0,0,11.999999999999998,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,5.0,17.0,31.999999999999996,49.999999999999986,49.999999999999986,Call,Pair,Two Pair,Two Pair
Donati,542,103,0,0,0,0,1,18.999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,18.999999999999996,8.0,20.0,34.99999999999999,104.39999999999999,104.39999999999999,Call,Pair,Two Pair,Two Pair
Donati,542,108,0,0,0,1,0,5.0,2.0,5.0,5.0,5.0,4.0,15.0,31.0,36.0,36.0,Call,Pair,Pair,
Donati,542,111,1,0,0,0,0,31.0,31.0,31.0,31.0,31.0,62.0,93.0,124.0,155.0,155.0,3-Bet,Pair,Pair,Pair
Donati,542,116,0,0,1,0,0,2.0,2.0,2.0,2.0,2.0,4.0,8.0,10.0,11.999999999999998,11.999999999999998,Call,High Card,,
Donati,542,120,1,0,0,0,0,27.199999999999996,2.4,5.4,8.4,27.199999999999996,6.199999999999999,17.6,32.0,78.0,78.0,Call,Three of a Kind,Three of a Kind,Four of a Kind
Donati,542,124,1,0,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,6.000000000000001,8.0,8.0,Call,,,
Donati,542,127,1,0,0,0,0,5.999999999999999,2.9999999999999996,5.999999999999999,5.999999999999999,5.999999999999999,5.6000000000000005,14.600000000000001,20.599999999999998,26.6,26.6,Call,High Card,,
Donati,542,130,0,0,0,0,1,5.999999999999999,2.9999999999999996,5.999999999999999,5.999999999999999,5.999999999999999,5.0,17.0,23.0,29.000000000000004,29.000000000000004,Fold,High Card,High Card,High Card
Donati,542,133,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,3-Bet,,,
Donati,542,135,1,0,0,0,0,67.0,67.0,67.0,67.0,67.0,70.99999999999999,138.0,205.0,272.0,272.0,4-Bet,,,
Donati,542,139,0,0,0,1,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.0,8.0,14.200000000000001,17.2,17.2,Call,High Card,High Card,
Donati,542,140,1,0,0,0,0,69.0,69.0,69.0,69.0,69.0,72.0,141.0,210.0,278.99999999999994,278.99999999999994,4-Bet,,,
Donati,542,152,0,0,1,0,0,2.0,2.0,2.0,2.0,2.0,5.800000000000001,10.2,12.2,14.2,14.2,Call,Pair,,
Donati,542,158,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,4-Bet,,,
Donati,542,162,1,0,0,0,0,9.2,2.9999999999999996,9.2,9.2,9.2,5.0,20.4,29.599999999999998,38.8,38.8,Call,Three of a Kind,,
Donati,542,164,0,0,1,0,0,4.0,4.0,4.0,4.0,4.0,8.0,14.0,18.0,22.0,22.0,Call,High Card,,
Donati,542,168,0,0,0,0,0,4.0,1.4000000000000001,4.0,4.0,4.0,3.8,13.0,17.0,21.0,21.0,Call,High Card,High Card,Pair
Donati,542,170,1,0,0,0,0,7.199999999999999,2.0,7.199999999999999,7.199999999999999,7.199999999999999,4.0,16.4,23.6,30.8,30.8,Call,Pair,,
Donati,542,173,0,0,1,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,8.0,20.2,23.199999999999996,26.199999999999996,26.199999999999996,Call,High Card,,
Donati,542,178,0,0,0,0,0,60.6,6.6,60.6,60.6,60.6,21.799999999999997,190.39999999999998,251.0,311.6,311.6,4-Bet,Two Pair,Two Pair,Two Pair
Donati,542,180,1,0,0,0,0,16.0,2.0,5.0,5.0,16.0,4.0,15.0,20.0,47.0,47.0,Call,Pair,Pair,Two Pair
Donati,542,191,1,0,0,0,0,10.6,1.4000000000000001,3.0000000000000004,10.6,10.6,3.8,10.0,28.200000000000003,38.800000000000004,38.800000000000004,Call,Pair,Pair,
Donati,542,194,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,543,4,1,0,0,0,0,5.0,5.0,5.0,5.0,5.0,10.0,15.0,20.0,25.0,25.0,Call,Pair,Two Pair,Two Pair
Aludra,543,13,1,0,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,6.000000000000001,8.0,8.0,Call,,,
Aludra,543,17,0,0,0,0,1,3.0000000000000004,1.0,1.0,3.0000000000000004,3.0000000000000004,3.0000000000000004,4.0,11.0,15.000000000000002,15.000000000000002,Fold,High Card,High Card,Pair
Aludra,543,27,0,1,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,543,32,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,4-Bet,,,
Aludra,543,34,0,1,0,0,0,2.1999999999999997,2.1999999999999997,2.1999999999999997,2.1999999999999997,2.1999999999999997,14.7,16.9,19.099999999999998,21.299999999999997,21.299999999999997,Call,,,
Aludra,543,41,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,4-Bet,,,
Aludra,543,45,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,543,47,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Fold,,,
Aludra,543,55,0,0,0,0,0,68.7,2.0,6.999999999999999,22.8,68.7,5.0,22.0,76.4,236.9,236.9,Fold,High Card,Pair,Two Pair
Aludra,543,57,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,543,59,0,0,0,0,1,5.0,2.0,5.0,5.0,5.0,3.0000000000000004,14.0,19.0,24.000000000000004,24.000000000000004,Fold,High Card,High Card,High Card
Aludra,543,60,1,0,0,0,0,11.0,11.0,11.0,11.0,11.0,13.3,24.3,35.3,46.300000000000004,46.300000000000004,3-Bet,,,
Aludra,543,62,0,0,0,0,0,8.7,2.5,8.7,8.7,8.7,5.0,26.1,34.800000000000004,43.5,43.5,Fold,Pair,Pair,Pair
Aludra,543,69,1,0,0,0,0,7.7,2.0,7.7,7.7,7.7,5.0,18.4,26.099999999999998,33.8,33.8,Fold,High Card,,
Aludra,543,72,0,0,0,0,1,2.0,2.0,2.0,2.0,2.0,6.999999999999999,8.999999999999998,10.999999999999998,40.4,40.4,Call,High Card,Pair,Pair
Aludra,543,79,0,0,0,0,1,5.1,2.4,5.1,5.1,5.1,6.199999999999999,19.4,24.5,39.199999999999996,39.199999999999996,Call,High Card,High Card,Pair
Aludra,543,81,1,0,0,0,0,5.0,2.0,5.0,5.0,5.0,3.0000000000000004,11.0,16.0,21.0,21.0,Call,Pair,,
Aludra,543,85,0,0,0,0,1,2.0,2.0,2.0,2.0,2.0,5.999999999999999,8.0,10.0,16.799999999999997,16.799999999999997,Call,High Card,High Card,Pair
Aludra,543,90,0,0,0,0,1,4.3999999999999995,1.4000000000000001,1.4000000000000001,4.3999999999999995,4.3999999999999995,6.199999999999999,7.6,18.0,29.000000000000004,29.000000000000004,Call,High Card,High Card,Pair
Aludra,543,98,1,0,0,0,0,28.799999999999997,8.0,15.9,15.9,28.799999999999997,24.000000000000004,55.7,71.6,126.19999999999997,126.19999999999997,Call,Pair,Two Pair,Two Pair
Aludra,543,105,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,543,111,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,543,114,0,0,1,0,0,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,9.0,12.000000000000002,15.000000000000002,18.0,18.0,Call,Pair,,
Aludra,543,115,0,0,0,0,0,5.5,1.4000000000000001,1.4000000000000001,5.5,5.5,3.8,5.2,18.9,24.4,24.4,Fold,High Card,High Card,High Card
Aludra,543,117,1,0,0,0,0,11.0,11.0,11.0,11.0,11.0,13.0,24.000000000000004,35.0,46.0,46.0,Call,,,
Aludra,543,118,0,0,0,0,0,86.49999999999999,86.49999999999999,86.49999999999999,86.49999999999999,86.49999999999999,170.99999999999997,257.49999999999994,343.9999999999999,430.4999999999999,430.4999999999999,4-Bet,Pair,Pair,Three of a Kind
Aludra,543,128,0,1,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,32.5,35.49999999999999,70.1,73.1,73.1,Call,Pair,Pair,Flush
Aludra,543,129,0,0,1,0,0,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,3.4999999999999996,7.3999999999999995,8.9,10.4,10.4,Call,High Card,,
Aludra,543,132,1,0,0,0,0,5.0,2.0,5.0,5.0,5.0,4.5,12.5,17.5,22.5,22.5,Fold,High Card,,
Aludra,543,138,0,0,1,0,0,7.5,7.5,7.5,7.5,7.5,22.5,44.5,52.0,59.5,59.5,Call,High Card,,
Aludra,543,141,1,0,0,0,0,47.199999999999996,2.9999999999999996,2.9999999999999996,12.1,47.199999999999996,8.0,11.0,50.4,167.8,167.8,Call,High Card,High Card,Flush
Donati,544,1,1,0,0,0,0,2.8000000000000003,1.2,2.8000000000000003,2.8000000000000003,2.8000000000000003,3.3999999999999995,9.4,12.200000000000001,15.000000000000002,15.000000000000002,Fold,High Card,Pair,Pair
Donati,544,4,1,0,0,0,0,27.999999999999996,8.999999999999998,17.0,27.999999999999996,27.999999999999996,17.999999999999996,50.99999999999999,90.0,118.0,118.0,3-Bet,Pair,Two Pair,
Donati,544,9,1,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,4.8,7.199999999999999,9.6,9.6,4-Bet,,,
Donati,544,12,1,0,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,6.000000000000001,8.0,8.0,Call,,,
Donati,544,15,0,0,0,1,0,5.999999999999999,2.9999999999999996,5.999999999999999,5.999999999999999,5.999999999999999,5.0,17.0,28.8,34.800000000000004,34.800000000000004,Call,Pair,Pair,
Donati,544,21,1,0,0,0,0,2.8000000000000003,2.8000000000000003,2.8000000000000003,2.8000000000000003,2.8000000000000003,2.8000000000000003,5.6000000000000005,8.4,11.200000000000001,11.200000000000001,4-Bet,,,
Donati,544,27,0,0,0,0,0,12.999999999999998,2.9999999999999996,5.999999999999999,5.999999999999999,12.999999999999998,5.0,17.0,23.0,50.0,50.0,Call,High Card,Pair,Pair
Donati,544,31,0,0,0,0,0,9.2,9.2,9.2,9.2,9.2,18.4,27.599999999999998,36.8,45.99999999999999,45.99999999999999,Call,High Card,High Card,High Card
Donati,544,41,1,0,0,0,0,28.6,8.0,8.0,8.0,28.6,20.0,27.999999999999996,35.99999999999999,85.19999999999999,85.19999999999999,3-Bet,Pair,Pair,Pair
Donati,544,43,1,0,0,0,0,11.0,11.0,11.0,11.0,11.0,13.0,24.000000000000004,35.0,46.0,46.0,4-Bet,,,
Donati,544,50,1,0,0,0,0,5.999999999999999,2.9999999999999996,5.999999999999999,5.999999999999999,5.999999999999999,5.0,14.0,20.0,26.0,26.0,Call,High Card,,
Donati,544,54,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,3.0000000000000004,8.2,9.2,10.2,10.2,Call,Pair,,
Donati,544,58,0,1,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,15.0,18.0,21.0,23.999999999999996,23.999999999999996,Call,,,
Donati,544,63,1,0,0,0,0,29.4,2.9999999999999996,6.599999999999999,14.6,29.4,5.999999999999999,19.799999999999994,50.39999999999999,109.39999999999999,109.39999999999999,Call,Pair,Two Pair,Two Pair
Donati,544,65,1,0,0,0,0,18.999999999999996,2.9999999999999996,5.999999999999999,5.999999999999999,18.999999999999996,5.0,17.0,23.0,55.0,55.0,Call,Three of a Kind,Three of a Kind,Three of a Kind
Donati,544,73,0,0,1,0,0,2.0,2.0,2.0,2.0,2.0,5.0,10.0,11.999999999999998,13.999999999999998,13.999999999999998,Call,High Card,,
Donati,544,82,0,0,1,0,0,1.4000000000000001,1.4000000000000001,1.4000000000000001,1.4000000000000001,1.4000000000000001,3.8,7.199999999999999,8.6,10.0,10.0,Fold,High Card,,
Donati,544,89,1,0,0,0,0,8.399999999999999,2.4,2.4,8.399999999999999,8.399999999999999,4.8,7.199999999999999,21.6,30.0,30.0,Fold,Pair,Pair,
Aludra,545,2,0,0,1,0,0,1.7,1.7,1.7,1.7,1.7,5.1,8.700000000000001,10.4,12.1,12.1,Call,High Card,,
Aludra,545,4,1,0,0,0,0,2.8000000000000003,2.8000000000000003,2.8000000000000003,2.8000000000000003,2.8000000000000003,2.8000000000000003,5.6000000000000005,8.4,11.200000000000001,11.200000000000001,Call,,,
Aludra,545,7,1,0,0,0,0,4.8,1.7999999999999998,4.8,4.8,4.8,4.1,11.899999999999999,16.7,21.499999999999996,21.499999999999996,Call,Pair,,
Aludra,545,8,0,0,0,1,0,13.0,13.0,13.0,13.0,13.0,39.0,52.0,83.9,96.9,96.9,3-Bet,Two Pair,Two Pair,
Aludra,545,13,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,545,18,1,0,0,0,0,86.3,1.2,1.2,4.199999999999999,86.3,3.3999999999999995,4.6,14.799999999999999,183.2,183.2,Fold,High Card,Pair,Flush
Aludra,545,29,0,0,0,1,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.0,8.0,14.100000000000001,17.1,17.1,Call,High Card,High Card,
Aludra,545,40,1,0,0,0,0,16.4,2.9999999999999996,16.4,16.4,16.4,5.5,48.699999999999996,65.1,81.5,81.5,Call,Pair,Pair,Pair
Aludra,545,45,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Fold,,,
Aludra,545,49,0,0,0,1,0,4.499999999999999,1.4999999999999998,4.499999999999999,4.499999999999999,4.499999999999999,4.0,14.499999999999998,30.0,34.5,34.5,Call,High Card,High Card,
Aludra,545,53,0,1,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,20.499999999999996,23.499999999999996,26.499999999999993,29.499999999999993,29.499999999999993,Call,,,
Aludra,545,56,1,0,0,0,0,27.5,2.5,5.5,27.5,27.5,5.0,16.5,66.0,93.50000000000001,93.50000000000001,Call,High Card,High Card,
Aludra,545,67,1,0,0,0,0,5.999999999999999,5.999999999999999,5.999999999999999,5.999999999999999,5.999999999999999,6.999999999999999,12.999999999999998,18.999999999999996,25.0,25.0,Call,,,
Aludra,545,73,1,0,0,0,0,6.3,2.0,6.3,6.3,6.3,3.0000000000000004,13.6,19.900000000000002,26.2,26.2,Call,Pair,,
Aludra,545,75,1,0,0,0,0,85.5,4.0,85.5,85.5,85.5,8.0,183.10000000000002,268.6,354.1,354.1,3-Bet,Three of a Kind,,
Aludra,545,82,1,0,0,0,0,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,5.999999999999999,8.999999999999998,11.999999999999998,11.999999999999998,Call,,,
Aludra,546,5,0,0,1,0,0,2.0,2.0,2.0,2.0,2.0,5.0,8.899999999999999,10.899999999999999,12.899999999999997,12.899999999999997,Fold,High Card,,
Aludra,546,11,0,0,0,0,1,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,1.4999999999999998,4.0,5.5,7.0,12.5,12.5,Fold,High Card,High Card,High Card
Aludra,546,25,1,0,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,6.000000000000001,8.0,8.0,Call,,,
Aludra,546,27,0,0,0,0,0,28.099999999999994,2.9999999999999996,5.999999999999999,8.999999999999998,28.099999999999994,6.499999999999999,18.5,33.49999999999999,99.79999999999998,99.79999999999998,3-Bet,Two Pair,Two Pair,Full House
Aludra,546,35,1,0,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,6.000000000000001,8.0,8.0,3-Bet,,,
Aludra,546,36,1,0,0,0,0,11.0,11.0,11.0,11.0,11.0,13.5,24.5,35.5,46.5,46.5,4-Bet,,,
